,course_title,price,num_subscribers,num_reviews,num_lectures,content_duration,published_date,subject,Beginner Level,Expert Level,Intermediate Level
250,Read financial statements like a pro,50,12,1,38,4.0,2015-03-02,Business Finance,0,0,1
251,10 Numbers Every Business Owner Should Know,20,13,1,9,1.0,2015-03-08,Business Finance,0,0,0
252,Learn How To Trade Gold In 2017,200,2,1,16,1.0,2017-04-06,Business Finance,0,0,0
253,IAS 18 - Revenue,0,2571,32,23,4.5,2014-03-29,Business Finance,0,0,0
254,Forex Trading: The High ROI Forex Trading End of Day Course,125,8,1,19,2.5,2014-06-16,Business Finance,0,0,1
255,Fundraise the Simplified Way: A Crowdfunding Blueprint,35,7,1,19,1.0,2015-02-23,Business Finance,0,0,0
256,Fundamentals of Accounting for Business Owners,20,217,0,47,2.5,2017-02-06,Business Finance,1,0,0
257,Practical Financial Statement Analysis,75,22,5,45,4.5,2017-05-01,Business Finance,0,0,0
258,Forex Management - Detailed Study for CA / CS / CFA Exams,50,131,2,38,3.0,2015-11-03,Business Finance,0,0,0
259,Financial Statement Review 101:  How to Find Errors,30,5,2,15,2.0,2017-02-03,Business Finance,1,0,0
260,Professional Risk Manager (PRM) Certification: Level 1,50,116,10,51,24.0,2013-07-23,Business Finance,0,0,0
261,International Tax  - Tax Beyond boundaries,100,27,6,235,19.5,2016-09-06,Business Finance,0,0,0
262,The Complete Financial Statement Analysis Course,150,912,12,37,3.0,2017-01-11,Business Finance,1,0,0
263,Advanced Excel functions,20,1964,47,15,1.5,2016-01-12,Business Finance,0,0,0
264,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),200,1033,2,31,1.5,2017-02-22,Business Finance,1,0,0
265,Candlestick Analysis For Professional Traders,95,913,117,48,2.0,2016-05-18,Business Finance,0,1,0
266,Build A Career In Forex Trading- Learn Fundamental Analysis,200,2092,77,52,3.5,2015-11-23,Business Finance,0,0,0
267,Financial Modeling: Build a Complete DCF Valuation Model,95,2240,185,44,2.5,2014-12-03,Business Finance,0,0,0
268,Hands-on Financial Modeling (With 6 Excel Templates),30,4601,38,14,4.0,2015-04-02,Business Finance,0,0,1
269,CAIIB Advanced Bank Management (Part I),25,2953,20,211,20.5,2016-04-15,Business Finance,0,0,0
270,Stock Market investment:Non financial fundamental analysis,125,1091,4,29,3.0,2016-12-20,Business Finance,1,0,0
271,Learn How to Play CashFlow Game,35,1459,11,26,1.0,2016-10-17,Business Finance,1,0,0
272,Basics of Business Finance,30,4855,64,24,4.0,2013-03-22,Business Finance,1,0,0
273,Accounting Made Easy 2,50,4034,8,40,3.0,2015-09-16,Business Finance,0,0,1
274,"Bitcoin: el futuro del dinero, hoy",200,57,22,19,3.0,2016-06-06,Business Finance,0,0,1
275,Aprende a invertir practicando,35,26,9,42,2.0,2015-05-28,Business Finance,0,0,0
276,Trading con retrocesos de Fibonacci,25,14,4,15,2.5,2017-02-07,Business Finance,0,0,0
277,Mit Finanzwissen zu besserem Unternehmertum,50,49,3,23,3.0,2017-05-10,Business Finance,1,0,0
278,Como hacer empresa en 10 sesiones prácticas,20,11,2,10,0.5,2015-11-19,Business Finance,0,0,1
279,المحاسبة للإداريين و غير المحاسبين,20,9,3,17,0.7166666666666667,2016-04-23,Business Finance,1,0,0
280,株式投資で本当のファンダメンタル分析ができるようになる,20,91,7,30,2.0,2016-06-21,Business Finance,0,0,0
281,Curso de Trading práctico basado en casos reales,20,44,6,55,10.0,2016-08-29,Business Finance,0,0,0
282,Curso Avanzado de Trading,125,106,11,100,20.5,2015-11-28,Business Finance,0,0,0
283,สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,0,2079,258,25,2.0,2015-02-15,Business Finance,0,0,0
284,MQL4 Tutorial Golden Goose,20,135,5,12,1.5,2015-06-07,Business Finance,1,0,0
285,Análise de Concessão de Crédito,20,31,11,20,10.5,2016-06-29,Business Finance,0,0,0
286,Technical Analysis Using Elliott Wave Theory,60,217,7,16,1.0,2016-11-01,Business Finance,0,0,0
287,The Basics Of Volume Analysis,60,611,57,13,1.5,2013-02-24,Business Finance,0,0,0
288,Crash Course on Cost of Capital and Capital Structuring,0,5007,41,19,3.0,2015-04-13,Business Finance,0,0,0
289,Business Accounting Made Easy,50,1168,5,26,5.5,2015-09-05,Business Finance,1,0,0
290,Build a DCF Model from Scratch,0,4653,395,5,0.5166666666666666,2014-09-14,Business Finance,0,0,0
291,"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",0,3035,12,14,1.5,2016-06-20,Business Finance,0,0,0
292,Technical Analysis - A practical approach for trade entry,60,454,52,15,2.0,2013-02-24,Business Finance,0,1,0
293,Mastering Technical Analysis : Maximizing Trading Profits,60,325,14,62,5.0,2016-03-04,Business Finance,0,0,0
294,The Complete Guide to Professional Trading with Elliott Wave,115,228,49,43,4.5,2016-05-11,Business Finance,0,0,0
295,A Complete Guide to Becoming a Trader on the Forex Market,25,562,11,15,1.0,2014-06-28,Business Finance,0,0,0
296,Stock Market for Beginners - Complete Starter Toolkit,120,577,45,82,6.5,2016-03-31,Business Finance,0,0,1
297,Beginners Binary Options Course,0,10540,799,14,1.5,2014-04-27,Business Finance,1,0,0
298,Technical Analysis 101: Secrets of Trading Revealed,150,912,27,81,2.5,2015-07-16,Business Finance,0,0,0
299,Forex: What's a Trend and When it is Strong and Reliable,0,2955,43,30,2.0,2016-10-05,Business Finance,0,0,1
300,Volatility Trading Analysis with R,50,190,13,45,6.0,2017-03-06,Business Finance,0,1,0
301,How To Profit From Stock Market Volatility,0,1736,36,11,0.6,2017-01-23,Business Finance,0,0,0
302,Awaken the Accountant in You | Master the Accounting Basics,35,1135,10,16,1.5,2015-11-24,Business Finance,1,0,0
303,WE WILL PAY YOU TO TRADE WITH US,20,2101,51,11,2.0,2014-08-18,Business Finance,0,0,0
304,Situational Trading: Proven Option Strategy for any Scenario,200,1048,11,16,1.5,2015-11-06,Business Finance,0,0,0
305,Portfolio Management for CA / CS / CFA exams,20,1740,5,8,1.0,2015-07-21,Business Finance,0,0,0
306,Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),20,1749,41,21,1.0,2015-06-23,Business Finance,0,0,0
307,Finding an Unlimited Amount of Investors,80,1187,6,6,0.7,2016-03-03,Business Finance,0,0,0
308,Bookkeeping Made Easy,70,1263,21,18,1.5,2015-07-14,Business Finance,1,0,0
309,BITCOIN VISUALLY. Part I.,50,115,6,31,4.0,2014-03-16,Business Finance,1,0,0
310,Learn and Master the Basics of Finance,20,43,17,39,3.0,2016-09-25,Business Finance,1,0,0
311,FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,75,55,2,27,5.5,2016-01-13,Business Finance,0,0,0
312,Mastering the Market : (Technical Analysis + Candlestick),90,18,7,97,7.0,2016-12-16,Business Finance,0,0,0
313,Mastering Countertrend Trading : High Profit Trading Pattern,40,14,5,11,1.0,2016-10-29,Business Finance,0,0,0
314,Exam 1 Review - Managerial Accounting (U of H),30,47,9,22,2.0,2016-02-11,Business Finance,1,0,0
315,* An Integrated Approach to the Fundamentals of Accounting,200,134,14,123,5.5,2016-03-15,Business Finance,0,0,0
316,Get to grips with the CFA calculator,20,153,8,14,1.5,2013-08-05,Business Finance,0,0,0
317,Financial Model Fundamentals-Learn the Essential Skills,75,47,5,27,2.5,2015-06-01,Business Finance,0,0,0
318,Forex: Economic News Trading,25,42,14,11,0.6833333333333333,2016-02-29,Business Finance,0,0,0
319,Analyze Real Estate Investments | Financial Modeling,20,120,18,21,2.0,2015-07-21,Business Finance,0,0,0
320,Forex For Beginners - A Guide To Currency Trading,20,68,10,23,0.5,2015-05-25,Business Finance,1,0,0
321,Raise Your Credit Score to 800 Or More....,50,844,33,40,2.0,2015-07-12,Business Finance,0,0,0
322,Financial Management Budgeting Techniques,20,2045,3,10,2.0,2015-04-12,Business Finance,0,0,0
323,Forex Killing Divergence - How to trade with precision,20,1168,38,11,0.6833333333333333,2015-01-25,Business Finance,0,0,0
324,Working Capital Management for CA / CFA / CPA Exams,25,2342,9,33,3.5,2014-10-25,Business Finance,0,0,1
325,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,20,2268,4,47,5.5,2015-07-07,Business Finance,0,0,0
326,Corporate Finance 101: Financial Statement Analysis & Ratios,50,967,16,43,8.0,2016-03-20,Business Finance,0,0,0
327,Mastering Futures Options for Beginners - Your Top 5 Plays!,200,1185,10,33,2.5,2016-02-02,Business Finance,1,0,0
328,"Professional Options Trading, Simplified",200,631,49,21,2.0,2015-04-17,Business Finance,0,0,0
329,"Advanced Options Concepts - Probability, Greeks, Simulation",60,968,81,10,2.0,2013-02-27,Business Finance,0,0,1
330,Accounting Basics - A Complete Study,180,1132,70,332,29.0,2015-05-06,Business Finance,0,0,0
331,Case Studies in Macro Economics,50,114,1,22,4.0,2017-05-25,Business Finance,1,0,0
332,My Forex Strategy that win consistently over and over,200,204,23,9,1.5,2016-10-29,Business Finance,0,0,1
333,Understand Banks & Financial Markets ,30,1548,24,34,3.0,2013-12-19,Business Finance,0,0,0
334,Stock Technical Analysis with Python,50,409,35,46,8.0,2016-04-12,Business Finance,0,0,0
335,How to Become an Accountant from scratch!,40,1169,7,15,3.0,2015-08-20,Business Finance,1,0,0
336,How to invest in Gold,50,249,14,39,2.5,2016-06-14,Business Finance,1,0,0
337,Automate Your Finances,20,690,17,21,1.0,2014-05-08,Business Finance,1,0,0
338,MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),150,1340,4,272,26.0,2015-07-19,Business Finance,0,0,0
339,Accounting Made Easy: A Quick Guide to Financial Accounting,95,274,41,18,1.5,2015-10-26,Business Finance,0,0,0
340,Futures/Commodity Training (Basics),0,4863,202,6,1.5,2015-02-07,Business Finance,1,0,0
341,Cost Accounting Marginal Costing Theory and Practice,20,1923,4,31,2.5,2015-03-24,Business Finance,0,0,0
342,The Big Volatility Short: The Best Trade On Wall Street!,200,224,35,16,1.5,2016-04-25,Business Finance,0,0,0
343,Master Finance in Three Hours,20,721,12,29,3.0,2014-10-28,Business Finance,1,0,0
344,Learn Options on Futures for Hedging Options and Stocks,60,51,2,6,0.7,2017-05-23,Business Finance,0,1,0
345,Option selling trading as income source. Beginners friendly,195,1276,46,61,6.0,2015-04-06,Business Finance,0,0,0
346,Introduction to Value Growth Investing,0,2768,83,10,1.0,2016-12-20,Business Finance,0,0,0
347,Become A Forex Trader - Forex trading like a professional,0,1735,31,19,2.5,2017-05-28,Business Finance,0,0,0
348,Hedge Fund Trading System,0,8985,584,12,1.0,2015-03-06,Business Finance,0,0,0
349,Bulletproof Personal Finance: Expert Asset Allocation,45,1119,22,18,1.0,2016-02-10,Business Finance,0,0,0
350,Financial Accounting: The Complete Introductory Crash Course,100,2591,44,69,10.0,2015-01-26,Business Finance,0,0,0
351,Learn About Trading Options from a real wallstreet trader,20,1046,17,12,1.0,2016-02-21,Business Finance,0,0,0
352,Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,20,2239,4,7,1.0,2015-09-20,Business Finance,0,0,0
353,How to Build a Massive Stock Portfolio from Zero!,200,1882,51,129,11.0,2015-07-20,Business Finance,0,0,0
354,Introductory Forex Trading Course,0,5931,158,15,3.5,2016-05-04,Business Finance,1,0,0
355,Budgeting Hacks to Build Wealth!,0,4931,154,7,0.5333333333333333,2016-05-31,Business Finance,1,0,0
356,Accounting and Finance for Bankers - A Comprehensive Study,180,3056,9,316,24.5,2015-04-10,Business Finance,0,0,0
357,Forex Prep Academy for Beginners-Real trades!,75,1303,21,44,3.0,2015-06-19,Business Finance,1,0,0
358,Accounting for Deferred Taxes (Professional Course Level),25,2924,6,11,1.5,2015-01-15,Business Finance,0,0,0
359,TRADING TRUTHS,50,1405,14,27,2.0,2015-06-12,Business Finance,0,0,0
360,The Binary Institute - Introductory Course in Binary Options,0,1121,12,6,1.0,2017-04-27,Business Finance,0,0,0
361,Forex Trading vs Option Trading,95,1776,14,29,2.5,2015-07-08,Business Finance,0,0,0
362,How to Invest in Stocks + Billionaire Investing Tips,40,1643,18,19,2.0,2015-07-01,Business Finance,0,0,0
363,Value Investing For Beginners,100,801,48,25,2.5,2016-05-11,Business Finance,1,0,0
364,TRADING TACTICS,145,951,25,62,6.0,2015-02-13,Business Finance,0,0,0
365,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,30,1278,33,23,0.7166666666666667,2015-07-02,Business Finance,1,0,0
366,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,50,1184,15,37,6.0,2015-07-28,Business Finance,0,0,0
367,build a solid foundation for trading options,20,1115,8,8,1.0,2016-05-26,Business Finance,0,0,0
368,Forex Scam: Avoid the scam today,20,1086,27,28,2.0,2016-02-05,Business Finance,0,0,0
369,Cost Accounting Crash Course,20,3730,11,17,2.5,2015-04-10,Business Finance,0,0,0
370,Option Trading for Rookies: Basic Option Strategies,95,810,27,61,2.5,2016-08-25,Business Finance,0,0,0
371,Business Analysis:  Working with Use Cases,90,2338,224,5,1.5,2013-04-17,Business Finance,0,0,0
372,Learn to Raise the Funds You Need via Crowdfunding,20,3403,29,70,8.0,2014-09-19,Business Finance,0,0,0
373,Business finances,75,4695,7,20,1.0,2014-05-07,Business Finance,1,0,0
374,Financial Accounting - A Brief Introduction,0,17847,1440,17,1.0,2016-02-24,Business Finance,1,0,0
375,Trading Economic Indicators - Complete Trading System,50,2692,25,25,1.5,2015-09-17,Business Finance,1,0,0
376,Foundation of Options Trading and Investing,20,6374,21,14,1.0,2013-10-16,Business Finance,0,0,0
377,Option Trading - How To Earn If You Can't Predict The Market,145,2305,19,30,1.5,2015-07-22,Business Finance,0,0,0
378,The Financial Analyst Skills Training (FAST) course 2017,100,589,31,138,10.0,2017-01-02,Business Finance,0,0,0
379,Covered Calls - Powerful Income Strategy for Stock Traders,60,22,0,8,1.0,2017-07-03,Business Finance,1,0,0
380,Accounting 1 Simplified for You,45,2490,95,13,3.0,2014-11-10,Business Finance,1,0,0
381,[Value Investing] Where White People Keep Their Money,200,2715,70,20,4.0,2016-05-25,Business Finance,0,1,0
382,How to Start Investing: Made Simple and Easy,200,1506,12,12,1.0,2016-11-25,Business Finance,0,0,0
383,Basics of Commerce A Complete Study,150,2197,4,105,5.5,2016-12-21,Business Finance,0,0,0
384,The Passive Investing Blueprint - Build Wealth Passively,200,338,32,66,3.5,2017-03-08,Business Finance,0,0,0
385,7 Steps: Your Introduction to Trading,25,1076,22,176,5.0,2016-11-04,Business Finance,1,0,0
386,Forex - Elliott Wave Theory with Fibonacci. ,20,2769,54,32,1.5,2015-06-19,Business Finance,0,0,0
387,The Actuarial Profession: Basic Sciences and Principles,25,1531,6,7,0.5833333333333334,2016-11-20,Business Finance,1,0,0
388,Investing in stocks: Avoid stock market loss,125,1136,12,13,1.0,2016-11-29,Business Finance,1,0,0
389,QuickBooks Online: Complete Guide & Certification tips,50,2187,218,91,13.0,2015-08-03,Business Finance,0,0,0
390,Build Financial Models & Value Companies The Easy Way,20,1609,137,18,1.0,2015-10-13,Business Finance,0,0,0
391,Adventure Capital: How to pay off debt ,20,2895,56,14,1.0,2015-11-23,Business Finance,1,0,0
392,Chart Patterns Trading Demystified,200,1023,8,29,2.5,2017-02-08,Business Finance,0,0,0
393,Financial Planning & Analysis: Building a Company's Budget,150,1988,137,27,1.5,2016-06-15,Business Finance,0,0,0
394,Simple things you must know before start FOREX (OFFER),200,1053,20,15,0.7333333333333333,2017-03-10,Business Finance,1,0,0
395,Practical Finance,20,4497,281,11,1.0,2015-07-14,Business Finance,0,0,0
396,Forex Trading: Comprehensive & Concise Forex Trading Course,160,2379,33,44,3.5,2016-08-06,Business Finance,0,0,0
397,Leaps Options Trading System - Diagonal Leaps Options Spread,200,993,19,16,1.0,2017-01-19,Business Finance,0,0,0
398,Finance - Ratios Analysis & Interpretations,30,10338,52,41,2.5,2013-10-23,Business Finance,1,0,0
399,Forex Trading -  Learn to Trade From Scratch!,20,1423,103,37,1.5,2016-06-19,Business Finance,1,0,0
400,Technical Analysis tools for Stocks and Options trading,40,3555,89,11,1.5,2015-04-12,Business Finance,0,0,0
401,Quantitative Trading Analysis with R,50,567,40,53,7.5,2016-12-22,Business Finance,0,0,0
402,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),200,1085,17,48,6.0,2017-02-03,Business Finance,0,0,0
403,Get Started With Penny Stocks -Step by Step Guide to Trading,200,7159,61,18,2.0,2014-06-02,Business Finance,0,0,0
404,CPA 101: How To Master Affiliate Marketing In No Time,100,11517,92,21,1.5,2013-11-09,Business Finance,0,0,0
405,Corporate Internal Controls and Fraud Controls,50,1,0,12,2.0,2017-06-29,Business Finance,0,0,1
406,"Forex trading tactics, that work!",20,10,1,5,0.6,2016-06-16,Business Finance,1,0,0
407,Professional Risk Manager (PRM) Certification: Level 2,50,41,1,55,7.5,2013-07-23,Business Finance,0,0,0
408,Trading Options Basics,200,8,0,8,1.5,2016-07-01,Business Finance,1,0,0
409,Practical Trading on Financial Futures & Options Markets,50,43,0,25,4.0,2012-11-12,Business Finance,1,0,0
410,Bookkeeping made simple,30,23,1,19,1.0,2015-02-13,Business Finance,1,0,0
411,The Visual Learning Basic Accounting Course,20,9,0,6,1.0,2016-05-03,Business Finance,1,0,0
412,ChalkTalk: Financial Accounting,20,25,1,108,3.5,2014-01-23,Business Finance,0,0,0
413,The 7 fundamentals to Successful Cashflow Management,25,7,0,12,1.0,2016-07-11,Business Finance,0,0,0
414,How to trade options,45,12,1,9,0.7166666666666667,2015-09-20,Business Finance,0,0,1
415,Coaching Course:Investment Analysis for your clients,200,1,0,6,0.5666666666666667,2017-06-23,Business Finance,0,0,1
416,Harnessing the Power of Growth Stocks,50,29,2,7,2.0,2012-10-31,Business Finance,0,0,1
417,The Investment Banking Recruitment Series,40,17,6,26,3.5,2016-02-06,Business Finance,0,0,0
418,Business Banking 101,25,132,3,14,1.5,2015-04-06,Business Finance,0,0,0
419,CFA Level I Workshop 2: Financial Reporting & Analysis I ,20,126,2,5,1.0,2013-08-12,Business Finance,0,0,0
420,Breakout Patterns Workshop by Pattern Trader,60,32,6,15,1.5,2016-09-09,Business Finance,0,0,0
421,Asset Protection Using Offshore Companies,20,480,3,21,1.0,2015-08-12,Business Finance,0,0,0
422,Get Credit for Your EIN That's Not Linked to Your SSN,20,27,4,15,1.5,2016-12-14,Business Finance,1,0,0
423,Financial Translation,20,167,6,29,1.5,2014-06-11,Business Finance,1,0,0
424,How to Pick Stocks,20,131,3,28,1.5,2014-09-15,Business Finance,0,0,0
425,Binary Beginners Mastery Strategy.,0,927,8,14,1.0,2017-05-02,Business Finance,1,0,0
